"Id partie","Nom du joueur","Prix moyen des citadelles achetées","Rôle préféré","Nombre de fois où il assassine","Nombre de fois où il s'est fait assassiner","Score","Victoire","Egalite"
"508","MattPlayer","1 pièces","MARCHAND","0","0","5","Non","Non"
"508","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","25","Oui","Non"
"508","AlwaysSpendPlayer","2 pièces","VOLEUR","1","0","14","Non","Non"
"509","MattPlayer","3 pièces","MARCHAND","2","0","21","Non","Non"
"509","AlwaysSpendPlayer","3 pièces","CONDOTTIERE","1","0","14","Non","Non"
"509","RandomPlayer","2 pièces","ASSASSIN","3","0","20","Non","Non"
"509","ThomasPlayer","3 pièces","ARCHITECTE","0","0","32","Oui","Non"
"510","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","28","Oui","Non"
"510","RandomPlayer","2 pièces","MAGICIEN","2","2","11","Non","Non"
"510","AlwaysSpendPlayer","2 pièces","ROI","1","1","25","Non","Non"
"510","MattPlayer","3 pièces","MARCHAND","2","0","20","Non","Non"
"511","MattPlayer","2 pièces","ARCHITECTE","0","0","11","Non","Non"
"511","RandomPlayer","2 pièces","CONDOTTIERE","1","0","26","Oui","Non"
"511","AlwaysSpendPlayer","3 pièces","ROI","1","1","19","Non","Non"
"511","ThomasPlayer","2 pièces","MAGICIEN","1","2","17","Non","Non"
"512","ThomasPlayer","2 pièces","CONDOTTIERE","1","0","19","Non","Non"
"512","RandomPlayer","2 pièces","ASSASSIN","2","0","15","Non","Non"
"512","AlwaysSpendPlayer","2 pièces","VOLEUR","0","1","16","Non","Non"
"512","MattPlayer","2 pièces","ARCHITECTE","1","1","26","Oui","Non"
"513","AlwaysSpendPlayer","3 pièces","VOLEUR","1","0","25","Oui","Non"
"513","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","20","Non","Non"
"513","RandomPlayer","2 pièces","VOLEUR","0","0","15","Non","Non"
"513","MattPlayer","2 pièces","MARCHAND","1","1","10","Non","Non"
"514","RandomPlayer","2 pièces","MAGICIEN","1","0","16","Non","Non"
"514","AlwaysSpendPlayer","2 pièces","ROI","1","0","25","Oui","Non"
"514","ThomasPlayer","2 pièces","CONDOTTIERE","1","1","14","Non","Non"
"514","MattPlayer","2 pièces","MARCHAND","3","0","23","Non","Non"
"515","RandomPlayer","2 pièces","MAGICIEN","1","2","13","Non","Non"
"515","MattPlayer","2 pièces","MARCHAND","0","0","21","Non","Non"
"515","ThomasPlayer","2 pièces","ARCHITECTE","1","2","27","Oui","Non"
"515","AlwaysSpendPlayer","3 pièces","ASSASSIN","5","1","17","Non","Non"
"516","RandomPlayer","1 pièces","MAGICIEN","1","0","11","Non","Non"
"516","ThomasPlayer","3 pièces","CONDOTTIERE","0","1","34","Oui","Non"
"516","MattPlayer","3 pièces","MARCHAND","3","0","20","Non","Non"
"516","AlwaysSpendPlayer","2 pièces","MAGICIEN","2","2","12","Non","Non"
"517","ThomasPlayer","2 pièces","ARCHITECTE","0","0","23","Oui","Non"
"517","AlwaysSpendPlayer","4 pièces","ROI","0","0","20","Non","Non"
"517","MattPlayer","2 pièces","MARCHAND","2","0","14","Non","Non"
"517","RandomPlayer","2 pièces","ASSASSIN","2","0","6","Non","Non"
"518","AlwaysSpendPlayer","2 pièces","MAGICIEN","2","1","23","Non","Non"
"518","ThomasPlayer","2 pièces","ARCHITECTE","0","2","27","Oui","Non"
"518","MattPlayer","2 pièces","MARCHAND","0","2","8","Non","Non"
"518","RandomPlayer","2 pièces","ASSASSIN","5","0","13","Non","Non"
"519","AlwaysSpendPlayer","2 pièces","EVEQUE","0","0","15","Non","Non"
"519","MattPlayer","3 pièces","MARCHAND","2","0","30","Oui","Non"
"519","RandomPlayer","2 pièces","ASSASSIN","3","1","16","Non","Non"
"519","ThomasPlayer","3 pièces","ARCHITECTE","1","0","28","Non","Non"
"520","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","23","Oui","Non"
"520","MattPlayer","3 pièces","MARCHAND","1","1","21","Non","Non"
"520","RandomPlayer","2 pièces","ASSASSIN","3","0","16","Non","Non"
"520","AlwaysSpendPlayer","2 pièces","MAGICIEN","0","3","10","Non","Non"
"521","ThomasPlayer","2 pièces","CONDOTTIERE","1","0","13","Non","Non"
"521","RandomPlayer","1 pièces","MAGICIEN","1","1","9","Non","Non"
"521","AlwaysSpendPlayer","3 pièces","VOLEUR","1","1","13","Non","Non"
"521","MattPlayer","2 pièces","MARCHAND","1","0","23","Oui","Non"
"522","MattPlayer","2 pièces","MARCHAND","2","0","21","Non","Non"
"522","ThomasPlayer","2 pièces","MAGICIEN","1","0","25","Oui","Non"
"522","AlwaysSpendPlayer","3 pièces","ASSASSIN","4","0","21","Non","Non"
"522","RandomPlayer","2 pièces","ASSASSIN","3","3","14","Non","Non"
"523","RandomPlayer","2 pièces","MAGICIEN","2","0","16","Non","Non"
"523","AlwaysSpendPlayer","3 pièces","ASSASSIN","3","0","17","Non","Non"
"523","MattPlayer","2 pièces","MARCHAND","0","1","30","Oui","Non"
"523","ThomasPlayer","2 pièces","CONDOTTIERE","0","1","23","Non","Non"
"524","AlwaysSpendPlayer","2 pièces","VOLEUR","1","1","7","Non","Non"
"524","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","36","Oui","Non"
"524","MattPlayer","3 pièces","MARCHAND","2","1","21","Non","Non"
"524","RandomPlayer","2 pièces","MAGICIEN","2","1","13","Non","Non"
"525","MattPlayer","2 pièces","MARCHAND","2","1","14","Non","Non"
"525","AlwaysSpendPlayer","3 pièces","ARCHITECTE","0","0","22","Non","Non"
"525","RandomPlayer","2 pièces","MAGICIEN","2","0","12","Non","Non"
"525","ThomasPlayer","2 pièces","CONDOTTIERE","0","1","24","Oui","Non"
"526","AlwaysSpendPlayer","4 pièces","MARCHAND","2","0","25","Non","Oui"
"526","ThomasPlayer","3 pièces","CONDOTTIERE","1","1","17","Non","Non"
"526","RandomPlayer","1 pièces","VOLEUR","0","0","13","Non","Non"
"526","MattPlayer","2 pièces","MARCHAND","1","0","25","Non","Oui"
"527","RandomPlayer","2 pièces","ROI","2","2","17","Non","Non"
"527","MattPlayer","2 pièces","MARCHAND","2","1","17","Non","Non"
"527","AlwaysSpendPlayer","3 pièces","ROI","2","1","23","Non","Oui"
"527","ThomasPlayer","2 pièces","VOLEUR","1","1","23","Non","Oui"
"528","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","33","Oui","Non"
"528","MattPlayer","3 pièces","MARCHAND","1","0","21","Non","Non"
"528","AlwaysSpendPlayer","2 pièces","MAGICIEN","1","0","17","Non","Non"
"528","RandomPlayer","2 pièces","VOLEUR","1","0","10","Non","Non"
"529","ThomasPlayer","2 pièces","ARCHITECTE","1","1","20","Non","Non"
"529","RandomPlayer","2 pièces","ASSASSIN","2","0","20","Non","Non"
"529","MattPlayer","3 pièces","MARCHAND","1","0","17","Non","Non"
"529","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","0","25","Oui","Non"
"530","MattPlayer","2 pièces","MARCHAND","0","0","12","Non","Non"
"530","ThomasPlayer","2 pièces","ARCHITECTE","1","0","28","Oui","Non"
"530","RandomPlayer","2 pièces","VOLEUR","0","1","11","Non","Non"
"530","AlwaysSpendPlayer","2 pièces","ASSASSIN","2","0","13","Non","Non"
"531","AlwaysSpendPlayer","2 pièces","EVEQUE","0","0","21","Oui","Non"
"531","RandomPlayer","1 pièces","ASSASSIN","5","0","11","Non","Non"
"531","MattPlayer","2 pièces","MARCHAND","2","2","20","Non","Non"
"531","ThomasPlayer","3 pièces","ARCHITECTE","0","2","18","Non","Non"
"532","MattPlayer","3 pièces","MARCHAND","2","0","21","Non","Non"
"532","AlwaysSpendPlayer","2 pièces","VOLEUR","1","1","14","Non","Non"
"532","RandomPlayer","2 pièces","MAGICIEN","1","0","11","Non","Non"
"532","ThomasPlayer","3 pièces","ARCHITECTE","0","0","34","Oui","Non"
"533","MattPlayer","3 pièces","MARCHAND","0","1","9","Non","Non"
"533","ThomasPlayer","2 pièces","ASSASSIN","2","0","22","Oui","Non"
"533","AlwaysSpendPlayer","3 pièces","VOLEUR","0","1","14","Non","Non"
"533","RandomPlayer","2 pièces","MAGICIEN","1","0","8","Non","Non"
"534","MattPlayer","2 pièces","MARCHAND","0","1","25","Oui","Non"
"534","ThomasPlayer","2 pièces","CONDOTTIERE","1","1","19","Non","Non"
"534","RandomPlayer","2 pièces","VOLEUR","3","1","13","Non","Non"
"534","AlwaysSpendPlayer","2 pièces","ROI","2","0","19","Non","Non"
"535","AlwaysSpendPlayer","2 pièces","VOLEUR","1","0","13","Non","Non"
"535","RandomPlayer","2 pièces","ASSASSIN","2","0","8","Non","Non"
"535","ThomasPlayer","2 pièces","ARCHITECTE","0","0","26","Oui","Non"
"535","MattPlayer","3 pièces","MARCHAND","1","0","19","Non","Non"
"536","MattPlayer","3 pièces","MARCHAND","4","1","12","Non","Non"
"536","RandomPlayer","2 pièces","VOLEUR","0","0","31","Oui","Non"
"536","ThomasPlayer","2 pièces","ARCHITECTE","1","1","27","Non","Non"
"536","AlwaysSpendPlayer","2 pièces","EVEQUE","1","1","17","Non","Non"
"537","AlwaysSpendPlayer","3 pièces","VOLEUR","2","0","6","Non","Non"
"537","ThomasPlayer","2 pièces","ARCHITECTE","0","0","27","Oui","Non"
"537","RandomPlayer","2 pièces","MAGICIEN","0","0","14","Non","Non"
"537","MattPlayer","2 pièces","MARCHAND","0","1","9","Non","Non"
"538","RandomPlayer","2 pièces","CONDOTTIERE","0","0","20","Non","Non"
"538","ThomasPlayer","2 pièces","ARCHITECTE","0","2","28","Non","Oui"
"538","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","0","28","Non","Oui"
"538","MattPlayer","3 pièces","MARCHAND","4","0","9","Non","Non"
"539","MattPlayer","2 pièces","MARCHAND","0","0","30","Oui","Non"
"539","RandomPlayer","2 pièces","ARCHITECTE","1","1","10","Non","Non"
"539","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","12","Non","Non"
"539","AlwaysSpendPlayer","2 pièces","ROI","1","0","19","Non","Non"
"540","MattPlayer","2 pièces","MARCHAND","1","1","20","Non","Non"
"540","RandomPlayer","2 pièces","ASSASSIN","3","0","23","Oui","Non"
"540","AlwaysSpendPlayer","2 pièces","MAGICIEN","2","0","19","Non","Non"
"540","ThomasPlayer","3 pièces","ARCHITECTE","0","1","18","Non","Non"
"541","ThomasPlayer","2 pièces","ARCHITECTE","0","2","10","Non","Non"
"541","RandomPlayer","3 pièces","ROI","1","0","17","Non","Non"
"541","MattPlayer","2 pièces","MARCHAND","1","0","22","Oui","Non"
"541","AlwaysSpendPlayer","3 pièces","ROI","1","0","18","Non","Non"
"542","RandomPlayer","2 pièces","VOLEUR","1","1","13","Non","Non"
"542","MattPlayer","2 pièces","MARCHAND","2","0","10","Non","Non"
"542","AlwaysSpendPlayer","2 pièces","VOLEUR","2","0","15","Non","Non"
"542","ThomasPlayer","2 pièces","ARCHITECTE","0","1","21","Oui","Non"
"543","ThomasPlayer","3 pièces","CONDOTTIERE","0","1","15","Non","Non"
"543","RandomPlayer","1 pièces","VOLEUR","1","0","8","Non","Non"
"543","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","1","16","Non","Non"
"543","MattPlayer","2 pièces","MARCHAND","2","1","24","Oui","Non"
"544","MattPlayer","2 pièces","MARCHAND","1","0","16","Non","Non"
"544","ThomasPlayer","2 pièces","ARCHITECTE","0","1","28","Oui","Non"
"544","AlwaysSpendPlayer","2 pièces","VOLEUR","2","1","13","Non","Non"
"544","RandomPlayer","2 pièces","ROI","0","1","11","Non","Non"
"545","AlwaysSpendPlayer","2 pièces","MAGICIEN","2","0","13","Non","Non"
"545","MattPlayer","3 pièces","MARCHAND","1","1","23","Non","Non"
"545","ThomasPlayer","3 pièces","EVEQUE","2","0","35","Oui","Non"
"545","RandomPlayer","3 pièces","VOLEUR","0","1","18","Non","Non"
"546","RandomPlayer","2 pièces","VOLEUR","0","0","12","Non","Non"
"546","AlwaysSpendPlayer","2 pièces","MAGICIEN","2","1","16","Non","Non"
"546","MattPlayer","2 pièces","MARCHAND","0","0","26","Oui","Non"
"546","ThomasPlayer","2 pièces","ARCHITECTE","1","0","24","Non","Non"
"547","ThomasPlayer","3 pièces","ARCHITECTE","1","0","26","Non","Oui"
"547","AlwaysSpendPlayer","2 pièces","EVEQUE","0","0","26","Non","Oui"
"547","MattPlayer","2 pièces","MARCHAND","0","1","20","Non","Non"
"547","RandomPlayer","2 pièces","ASSASSIN","2","0","13","Non","Non"
"548","RandomPlayer","3 pièces","ASSASSIN","3","0","30","Oui","Non"
"548","MattPlayer","2 pièces","MARCHAND","3","1","15","Non","Non"
"548","ThomasPlayer","4 pièces","CONDOTTIERE","0","1","16","Non","Non"
"548","AlwaysSpendPlayer","2 pièces","MAGICIEN","0","0","21","Non","Non"
"549","MattPlayer","2 pièces","ASSASSIN","3","0","27","Oui","Non"
"549","AlwaysSpendPlayer","3 pièces","MARCHAND","1","1","12","Non","Non"
"549","RandomPlayer","3 pièces","MAGICIEN","1","1","18","Non","Non"
"549","ThomasPlayer","3 pièces","CONDOTTIERE","1","1","20","Non","Non"
"550","MattPlayer","2 pièces","MARCHAND","3","2","11","Non","Non"
"550","AlwaysSpendPlayer","3 pièces","EVEQUE","0","0","22","Non","Non"
"550","ThomasPlayer","2 pièces","CONDOTTIERE","2","0","18","Non","Non"
"550","RandomPlayer","2 pièces","ASSASSIN","3","0","24","Oui","Non"
"551","MattPlayer","3 pièces","MARCHAND","1","0","18","Non","Non"
"551","ThomasPlayer","2 pièces","ARCHITECTE","0","0","26","Oui","Non"
"551","RandomPlayer","2 pièces","ASSASSIN","2","0","10","Non","Non"
"551","AlwaysSpendPlayer","2 pièces","MAGICIEN","1","1","13","Non","Non"
"552","ThomasPlayer","2 pièces","CONDOTTIERE","1","0","18","Non","Non"
"552","AlwaysSpendPlayer","3 pièces","VOLEUR","1","1","18","Non","Non"
"552","RandomPlayer","2 pièces","ARCHITECTE","2","2","7","Non","Non"
"552","MattPlayer","2 pièces","MARCHAND","1","0","23","Oui","Non"
"553","MattPlayer","3 pièces","MARCHAND","2","0","25","Non","Non"
"553","RandomPlayer","3 pièces","ROI","2","3","22","Non","Non"
"553","ThomasPlayer","3 pièces","ROI","0","2","33","Oui","Non"
"553","AlwaysSpendPlayer","2 pièces","ASSASSIN","5","0","15","Non","Non"
"554","RandomPlayer","2 pièces","MAGICIEN","0","1","13","Non","Non"
"554","AlwaysSpendPlayer","3 pièces","VOLEUR","0","0","21","Non","Non"
"554","ThomasPlayer","2 pièces","ASSASSIN","3","0","12","Non","Non"
"554","MattPlayer","2 pièces","ARCHITECTE","2","0","23","Oui","Non"
"555","MattPlayer","2 pièces","MARCHAND","1","0","18","Non","Non"
"555","RandomPlayer","2 pièces","ASSASSIN","3","0","20","Non","Non"
"555","ThomasPlayer","3 pièces","MAGICIEN","0","2","29","Oui","Non"
"555","AlwaysSpendPlayer","3 pièces","EVEQUE","1","1","19","Non","Non"
"556","ThomasPlayer","3 pièces","ARCHITECTE","1","0","32","Oui","Non"
"556","RandomPlayer","2 pièces","MAGICIEN","0","0","14","Non","Non"
"556","MattPlayer","3 pièces","MARCHAND","0","0","28","Non","Non"
"556","AlwaysSpendPlayer","3 pièces","ASSASSIN","2","0","22","Non","Non"
"557","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","7","Non","Non"
"557","AlwaysSpendPlayer","4 pièces","VOLEUR","0","1","16","Non","Non"
"557","MattPlayer","2 pièces","ASSASSIN","2","0","26","Oui","Non"
"557","RandomPlayer","3 pièces","ROI","0","1","19","Non","Non"
"558","ThomasPlayer","3 pièces","ARCHITECTE","0","0","25","Oui","Non"
"558","AlwaysSpendPlayer","3 pièces","EVEQUE","1","1","14","Non","Non"
"558","RandomPlayer","2 pièces","ASSASSIN","2","0","20","Non","Non"
"558","MattPlayer","2 pièces","MARCHAND","0","1","24","Non","Non"
"559","RandomPlayer","1 pièces","VOLEUR","1","0","11","Non","Non"
"559","MattPlayer","2 pièces","MARCHAND","1","0","30","Oui","Non"
"559","ThomasPlayer","2 pièces","ARCHITECTE","2","1","14","Non","Non"
"559","AlwaysSpendPlayer","3 pièces","MAGICIEN","2","2","21","Non","Non"
"560","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","0","17","Non","Non"
"560","ThomasPlayer","2 pièces","CONDOTTIERE","1","1","24","Oui","Non"
"560","RandomPlayer","2 pièces","VOLEUR","2","0","19","Non","Non"
"560","MattPlayer","3 pièces","ASSASSIN","3","1","12","Non","Non"
"561","RandomPlayer","2 pièces","VOLEUR","2","1","14","Non","Non"
"561","MattPlayer","3 pièces","ASSASSIN","4","1","22","Non","Non"
"561","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","18","Non","Non"
"561","AlwaysSpendPlayer","3 pièces","ROI","1","0","28","Oui","Non"
"562","AlwaysSpendPlayer","3 pièces","ASSASSIN","3","0","14","Non","Non"
"562","MattPlayer","2 pièces","MARCHAND","1","0","18","Non","Non"
"562","RandomPlayer","1 pièces","VOLEUR","0","0","19","Oui","Non"
"562","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","17","Non","Non"
"563","RandomPlayer","1 pièces","MAGICIEN","0","1","4","Non","Non"
"563","MattPlayer","2 pièces","MARCHAND","1","0","17","Non","Non"
"563","AlwaysSpendPlayer","4 pièces","MARCHAND","1","0","20","Non","Non"
"563","ThomasPlayer","2 pièces","ARCHITECTE","1","0","29","Oui","Non"
"564","MattPlayer","2 pièces","MARCHAND","3","2","13","Non","Non"
"564","RandomPlayer","2 pièces","ASSASSIN","3","0","12","Non","Non"
"564","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","36","Oui","Non"
"564","AlwaysSpendPlayer","2 pièces","ROI","1","2","14","Non","Non"
"565","MattPlayer","2 pièces","MARCHAND","0","0","27","Non","Non"
"565","ThomasPlayer","2 pièces","CONDOTTIERE","0","1","29","Oui","Non"
"565","RandomPlayer","1 pièces","ROI","0","0","10","Non","Non"
"565","AlwaysSpendPlayer","2 pièces","EVEQUE","2","0","10","Non","Non"
"566","RandomPlayer","2 pièces","MAGICIEN","1","0","16","Non","Non"
"566","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","25","Non","Non"
"566","MattPlayer","2 pièces","MARCHAND","2","0","23","Non","Non"
"566","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","0","40","Oui","Non"
"567","AlwaysSpendPlayer","3 pièces","ASSASSIN","3","1","16","Non","Non"
"567","ThomasPlayer","3 pièces","CONDOTTIERE","0","2","31","Oui","Non"
"567","MattPlayer","2 pièces","MARCHAND","1","1","25","Non","Non"
"567","RandomPlayer","2 pièces","ASSASSIN","3","1","23","Non","Non"
"568","MattPlayer","3 pièces","ASSASSIN","4","0","26","Non","Non"
"568","ThomasPlayer","2 pièces","ARCHITECTE","0","1","28","Oui","Non"
"568","AlwaysSpendPlayer","4 pièces","ROI","1","0","22","Non","Non"
"568","RandomPlayer","2 pièces","MAGICIEN","0","1","12","Non","Non"
"569","RandomPlayer","2 pièces","ASSASSIN","3","0","16","Non","Non"
"569","AlwaysSpendPlayer","3 pièces","EVEQUE","1","1","22","Non","Non"
"569","ThomasPlayer","3 pièces","ARCHITECTE","0","3","32","Oui","Non"
"569","MattPlayer","2 pièces","MARCHAND","4","0","11","Non","Non"
"570","MattPlayer","2 pièces","MARCHAND","1","0","26","Oui","Non"
"570","RandomPlayer","2 pièces","ASSASSIN","3","1","15","Non","Non"
"570","AlwaysSpendPlayer","3 pièces","VOLEUR","1","1","24","Non","Non"
"570","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","24","Non","Non"
"571","RandomPlayer","2 pièces","EVEQUE","1","0","12","Non","Non"
"571","AlwaysSpendPlayer","2 pièces","MAGICIEN","2","0","16","Non","Non"
"571","MattPlayer","3 pièces","MARCHAND","0","1","6","Non","Non"
"571","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","27","Oui","Non"
"572","ThomasPlayer","3 pièces","ARCHITECTE","0","0","18","Non","Non"
"572","RandomPlayer","2 pièces","MAGICIEN","2","0","20","Non","Non"
"572","MattPlayer","2 pièces","MARCHAND","0","0","15","Non","Non"
"572","AlwaysSpendPlayer","3 pièces","VOLEUR","1","0","24","Oui","Non"
"573","ThomasPlayer","2 pièces","ARCHITECTE","0","2","26","Oui","Non"
"573","RandomPlayer","2 pièces","MARCHAND","1","2","12","Non","Non"
"573","MattPlayer","2 pièces","MARCHAND","1","1","15","Non","Non"
"573","AlwaysSpendPlayer","2 pièces","ASSASSIN","4","0","16","Non","Non"
"574","AlwaysSpendPlayer","2 pièces","VOLEUR","1","0","17","Non","Non"
"574","MattPlayer","2 pièces","ASSASSIN","3","0","14","Non","Non"
"574","RandomPlayer","3 pièces","EVEQUE","0","1","16","Non","Non"
"574","ThomasPlayer","2 pièces","ARCHITECTE","0","1","29","Oui","Non"
"575","MattPlayer","2 pièces","MARCHAND","1","1","16","Non","Non"
"575","ThomasPlayer","2 pièces","ARCHITECTE","0","0","24","Oui","Non"
"575","AlwaysSpendPlayer","2 pièces","ASSASSIN","4","1","12","Non","Non"
"575","RandomPlayer","1 pièces","MAGICIEN","1","0","7","Non","Non"
"576","RandomPlayer","2 pièces","MAGICIEN","1","0","12","Non","Non"
"576","MattPlayer","2 pièces","MARCHAND","0","0","23","Non","Non"
"576","AlwaysSpendPlayer","2 pièces","ROI","1","0","17","Non","Non"
"576","ThomasPlayer","3 pièces","EVEQUE","0","0","24","Oui","Non"
"577","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","31","Oui","Non"
"577","AlwaysSpendPlayer","2 pièces","MAGICIEN","0","1","20","Non","Non"
"577","MattPlayer","2 pièces","MARCHAND","0","1","15","Non","Non"
"577","RandomPlayer","1 pièces","ASSASSIN","4","0","7","Non","Non"
"578","RandomPlayer","2 pièces","EVEQUE","3","0","15","Non","Non"
"578","AlwaysSpendPlayer","2 pièces","ROI","0","1","28","Oui","Non"
"578","MattPlayer","2 pièces","EVEQUE","1","0","14","Non","Non"
"578","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","22","Non","Non"
"579","ThomasPlayer","2 pièces","CONDOTTIERE","0","2","12","Non","Non"
"579","AlwaysSpendPlayer","2 pièces","VOLEUR","2","0","19","Non","Non"
"579","RandomPlayer","2 pièces","MARCHAND","1","0","31","Oui","Non"
"579","MattPlayer","2 pièces","MARCHAND","1","0","20","Non","Non"
"580","RandomPlayer","2 pièces","ASSASSIN","3","0","11","Non","Non"
"580","MattPlayer","2 pièces","MARCHAND","0","0","26","Oui","Non"
"580","ThomasPlayer","2 pièces","ARCHITECTE","0","1","17","Non","Non"
"580","AlwaysSpendPlayer","2 pièces","MAGICIEN","1","2","11","Non","Non"
"581","MattPlayer","3 pièces","ASSASSIN","3","1","12","Non","Non"
"581","AlwaysSpendPlayer","2 pièces","ROI","0","0","16","Non","Non"
"581","ThomasPlayer","2 pièces","ARCHITECTE","0","1","16","Non","Non"
"581","RandomPlayer","2 pièces","VOLEUR","1","0","22","Oui","Non"
"582","RandomPlayer","2 pièces","CONDOTTIERE","1","1","8","Non","Non"
"582","MattPlayer","2 pièces","ASSASSIN","3","0","11","Non","Non"
"582","AlwaysSpendPlayer","3 pièces","ASSASSIN","3","0","17","Non","Non"
"582","ThomasPlayer","2 pièces","ARCHITECTE","0","0","30","Oui","Non"
"583","ThomasPlayer","1 pièces","ARCHITECTE","1","0","19","Oui","Non"
"583","MattPlayer","2 pièces","MARCHAND","1","0","11","Non","Non"
"583","RandomPlayer","2 pièces","ASSASSIN","1","0","8","Non","Non"
"583","AlwaysSpendPlayer","2 pièces","ROI","1","1","10","Non","Non"
"584","RandomPlayer","2 pièces","VOLEUR","1","0","17","Non","Non"
"584","ThomasPlayer","2 pièces","ARCHITECTE","1","2","16","Non","Non"
"584","AlwaysSpendPlayer","3 pièces","MAGICIEN","2","1","30","Oui","Non"
"584","MattPlayer","3 pièces","ASSASSIN","3","0","19","Non","Non"
"585","AlwaysSpendPlayer","2 pièces","EVEQUE","2","0","14","Non","Non"
"585","RandomPlayer","2 pièces","MAGICIEN","2","0","19","Non","Non"
"585","ThomasPlayer","3 pièces","ARCHITECTE","0","0","18","Non","Non"
"585","MattPlayer","3 pièces","MARCHAND","0","0","34","Oui","Non"
"586","AlwaysSpendPlayer","2 pièces","MAGICIEN","0","0","30","Oui","Non"
"586","RandomPlayer","2 pièces","CONDOTTIERE","1","1","18","Non","Non"
"586","ThomasPlayer","2 pièces","CONDOTTIERE","3","2","15","Non","Non"
"586","MattPlayer","1 pièces","MARCHAND","2","1","9","Non","Non"
"587","MattPlayer","2 pièces","MARCHAND","2","0","26","Oui","Non"
"587","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","15","Non","Non"
"587","RandomPlayer","2 pièces","ASSASSIN","2","0","11","Non","Non"
"587","AlwaysSpendPlayer","3 pièces","VOLEUR","0","0","11","Non","Non"
"588","AlwaysSpendPlayer","3 pièces","VOLEUR","2","0","18","Non","Non"
"588","RandomPlayer","3 pièces","VOLEUR","1","1","21","Non","Oui"
"588","ThomasPlayer","2 pièces","ARCHITECTE","0","0","21","Non","Oui"
"588","MattPlayer","2 pièces","MARCHAND","1","1","20","Non","Non"
"589","AlwaysSpendPlayer","4 pièces","CONDOTTIERE","1","2","20","Non","Non"
"589","MattPlayer","2 pièces","MARCHAND","3","0","13","Non","Non"
"589","RandomPlayer","3 pièces","VOLEUR","0","1","24","Non","Non"
"589","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","35","Oui","Non"
"590","MattPlayer","3 pièces","MARCHAND","4","0","19","Non","Non"
"590","ThomasPlayer","2 pièces","ARCHITECTE","0","4","24","Non","Oui"
"590","AlwaysSpendPlayer","3 pièces","EVEQUE","2","1","24","Non","Oui"
"590","RandomPlayer","2 pièces","ASSASSIN","4","2","17","Non","Non"
"591","RandomPlayer","2 pièces","MAGICIEN","0","0","23","Non","Non"
"591","ThomasPlayer","3 pièces","CONDOTTIERE","2","0","19","Non","Non"
"591","MattPlayer","2 pièces","MARCHAND","0","2","19","Non","Non"
"591","AlwaysSpendPlayer","4 pièces","ROI","2","1","25","Oui","Non"
"592","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","14","Non","Non"
"592","RandomPlayer","2 pièces","VOLEUR","0","0","16","Non","Non"
"592","AlwaysSpendPlayer","2 pièces","ASSASSIN","3","1","11","Non","Non"
"592","MattPlayer","2 pièces","ARCHITECTE","2","1","20","Oui","Non"
"593","MattPlayer","2 pièces","MARCHAND","2","1","23","Non","Non"
"593","AlwaysSpendPlayer","3 pièces","EVEQUE","2","0","27","Non","Oui"
"593","ThomasPlayer","3 pièces","CONDOTTIERE","0","2","24","Non","Non"
"593","RandomPlayer","2 pièces","ASSASSIN","4","0","27","Non","Oui"
"594","AlwaysSpendPlayer","3 pièces","VOLEUR","1","2","27","Non","Non"
"594","MattPlayer","3 pièces","ASSASSIN","6","1","6","Non","Non"
"594","ThomasPlayer","3 pièces","CONDOTTIERE","0","1","29","Oui","Non"
"594","RandomPlayer","2 pièces","ASSASSIN","3","1","18","Non","Non"
"595","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","25","Oui","Non"
"595","AlwaysSpendPlayer","3 pièces","EVEQUE","0","2","16","Non","Non"
"595","MattPlayer","2 pièces","MARCHAND","1","0","12","Non","Non"
"595","RandomPlayer","2 pièces","ASSASSIN","4","0","20","Non","Non"
"596","ThomasPlayer","3 pièces","ARCHITECTE","0","0","31","Oui","Non"
"596","MattPlayer","2 pièces","MARCHAND","2","1","23","Non","Non"
"596","RandomPlayer","2 pièces","MAGICIEN","1","0","16","Non","Non"
